customer_id,days_since_last_transaction,days_since_first_transaction,customer_lifetime_days,total_transactions,unique_merchants,unique_categories,unique_locations,avg_transactions_per_day,avg_transactions_per_week,avg_transactions_per_month,total_amount,avg_transaction_amount,median_transaction_amount,std_transaction_amount,min_transaction_amount,max_transaction_amount,total_expenses,avg_expense_amount,max_expense_amount,expense_transaction_count,total_income,avg_income_amount,max_income_amount,income_transaction_count,net_cash_flow,income_expense_ratio,savings_rate,grocery_total_spend,grocery_transaction_count,grocery_avg_amount,restaurant_total_spend,restaurant_transaction_count,restaurant_avg_amount,gas_total_spend,gas_transaction_count,gas_avg_amount,retail_total_spend,retail_transaction_count,retail_avg_amount,entertainment_total_spend,entertainment_transaction_count,entertainment_avg_amount,grocery_spend_percentage,restaurant_spend_percentage,gas_spend_percentage,retail_spend_percentage,entertainment_spend_percentage,most_frequent_category,avg_transaction_hour,most_common_hour,weekend_transaction_ratio,most_common_day,weekend_weekday_spending_ratio,monthly_spending_trend,monthly_frequency_trend,spending_volatility,frequency_volatility,most_used_payment_mode,payment_mode_diversity,location_diversity,most_common_location,merchant_loyalty_score,top_merchant,small_transaction_ratio,medium_transaction_ratio,large_transaction_ratio
CUST_000667,0,180,180,87,32,10,12,0.48333333333333334,3.3833333333333333,14.5,-6676.109999999999,-76.73689655172413,-47.81,256.5432404430115,-609.89,1150.94,-9825.62,-116.97166666666668,-609.89,84,3149.51,1049.8366666666668,1150.94,3.0,-6676.110000000001,0.3205405867517775,-2.1197297357366702,-160.55,2,-80.275,-1328.93,20,-66.4465,-154.45,3,-51.48333333333333,-6714.03,23,-291.91434782608695,-803.69,26,-30.911153846153848,0.016339935800488925,0.1352515159348723,0.015719109837343596,0.6833187116945291,0.08179534726561784,entertainment,8.28735632183908,3,0.28735632183908044,3,0.6886624223154734,-43.306071428571464,0.4285714285714291,803.2658984598881,5.341405455954262,Cash,6,12,Phoenix,0.10344827586206896,Netflix,0.47126436781609193,0.3103448275862069,0.21839080459770116
CUST_000110,2,180,178,90,25,7,12,0.5056179775280899,3.5393258426966296,15.168539325842696,-4355.49,-48.39433333333333,-41.495000000000005,211.47707055588523,-491.85,865.4,-8011.9800000000005,-95.38071428571429,-491.85,84,3656.49,609.415,865.4,6.0,-4355.490000000001,0.4563778242082481,-1.1911669387855568,0.0,0,0.0,-1447.4,27,-53.60740740740741,-169.81,3,-56.60333333333333,-4772.76,21,-227.27428571428572,-820.45,29,-28.29137931034483,0.0,0.1806544699312779,0.021194511219448875,0.5957029348550545,0.10240290165477198,entertainment,9.444444444444445,15,0.3888888888888889,5,1.0547477968788328,-83.66178571428578,1.4642857142857155,933.4673806637622,4.323641700120444,Credit Card,6,12,Houston,0.08888888888888889,Netflix,0.5111111111111111,0.28888888888888886,0.2
CUST_000039,2,180,178,70,26,9,12,0.39325842696629215,2.7528089887640452,11.797752808988763,-4302.0599999999995,-61.45799999999999,-51.595,110.90744516507213,-502.07,663.86,-4965.919999999999,-71.96985507246376,-502.07,69,663.86,663.86,663.86,1.0,-4302.0599999999995,0.13368318458613915,-6.480372367667881,-1437.57,15,-95.838,-953.48,16,-59.5925,-1594.71,30,-53.157000000000004,-684.21,2,-342.105,0.0,0,0.0,0.2894871443760673,0.19200470406289272,0.3211308277217515,0.13778111608725074,0.0,gas,9.885714285714286,8,0.21428571428571427,3,0.2839287313098755,-172.7942857142857,1.2142857142857146,500.27293430686416,3.295017884191656,Cash,6,12,San Jose,0.11428571428571428,Mobil,0.45714285714285713,0.5,0.04285714285714286
CUST_000068,1,180,179,92,29,9,12,0.5139664804469274,3.5977653631284916,15.418994413407821,-8121.500000000001,-88.27717391304348,-80.94,160.35573410407665,-352.38,746.92,-10036.07,-112.76483146067416,-352.38,89,1914.5700000000002,638.19,746.92,3.0,-8121.5,0.1907688965899999,-4.241944666426403,-2789.38,21,-132.82761904761907,0.0,0,0.0,-330.22,5,-66.04400000000001,-422.29,3,-140.76333333333335,-87.03,3,-29.01,0.277935486699475,0.0,0.032903317732937296,0.04207722744062168,0.00867172110198514,utilities,9.565217391304348,23,0.2391304347826087,2,0.19119383392368675,72.85321428571417,-0.10714285714285607,601.454824662837,5.054801717986894,Cash,6,12,Houston,0.09782608695652174,Electric Company,0.31521739130434784,0.45652173913043476,0.22826086956521738
CUST_000387,2,180,178,90,25,9,12,0.5056179775280899,3.5393258426966296,15.168539325842696,-8633.68,-95.92977777777779,-70.33,146.45230769490644,-348.59,982.51,-9616.189999999999,-108.04707865168538,-348.59,89,982.51,982.51,982.51,1.0,-8633.679999999998,0.10217248203290494,-8.78737112090462,-2173.89,22,-98.81318181818182,-147.07999999999998,2,-73.53999999999999,0.0,0,0.0,-101.13999999999999,2,-50.56999999999999,-60.3,3,-20.099999999999998,0.22606562474327152,0.01529503888754278,0.0,0.010517679039203677,0.006270674768281409,utilities,8.944444444444445,10,0.23333333333333334,0,0.3389411520221336,65.62464285714283,-0.2857142857142846,686.2921868316165,5.054801717986894,UPI,6,12,Dallas,0.1111111111111111,Safeway,0.34444444444444444,0.4888888888888889,0.16666666666666666
CUST_000296,3,180,177,95,36,10,12,0.536723163841808,3.7570621468926557,16.101694915254235,-5056.75,-53.22894736842105,-45.69,302.3170415325737,-601.42,1604.32,-10167.310000000001,-112.97011111111112,-601.42,90,5110.5599999999995,1022.1119999999999,1604.32,5.0,-5056.750000000002,0.5026462259929124,-0.9894708212015909,-281.12,3,-93.70666666666666,-1211.46,23,-52.67217391304348,-278.84,5,-55.767999999999994,-7156.26,27,-265.0466666666667,-719.55,22,-32.70681818181818,0.027649397923344518,0.11915246018858477,0.027425149818388537,0.703849887531707,0.07077093154433177,retail,8.557894736842105,11,0.3263157894736842,6,-0.0690059577727209,-221.86464285714283,-1.57142857142857,1060.1172759883596,7.594305062858293,Bank Transfer,6,12,Phoenix,0.07368421052631578,Netflix,0.47368421052631576,0.28421052631578947,0.24210526315789474
CUST_000250,0,180,180,92,29,8,12,0.5111111111111111,3.5777777777777775,15.333333333333334,-9822.516200140268,-106.76648043630726,-39.78,355.80943560801256,-3219.396200140269,644.53,-10816.466200140267,-120.18295777933629,-3219.396200140269,90,993.95,496.975,644.53,2.0,-9822.516200140266,0.0918923039751292,-9.882304140188406,-471.84000000000003,4,-117.96000000000001,-4547.986200140269,30,-151.59954000467562,0.0,0,0.0,-4650.95,22,-211.40681818181818,-803.02,26,-30.885384615384616,0.04362238010727397,0.42046876641479186,0.0,0.4299879381992325,0.07424051304201242,restaurant,9.880434782608695,15,0.20652173913043478,0,0.8232657796715748,-151.2632142857143,1.500000000000001,1191.6750836669555,4.485805276602166,Bank Transfer,6,12,San Jose,0.10869565217391304,GameStop,0.5543478260869565,0.29347826086956524,0.15217391304347827
CUST_000767,1,180,179,83,36,10,12,0.46368715083798884,3.2458100558659218,13.910614525139664,-5337.03,-64.30156626506023,-53.88,211.86415568035818,-626.16,919.09,-7974.6900000000005,-99.683625,-626.16,80,2637.66,879.2199999999999,919.09,3.0,-5337.030000000001,0.3307539227230149,-2.023395737130639,-2976.28,23,-129.40347826086958,-867.07,19,-45.63526315789474,-1063.95,20,-53.197500000000005,-1951.3899999999999,5,-390.27799999999996,-65.68,2,-32.84,0.3732157613650186,0.10872773737913323,0.13341584437764978,0.24469791302232435,0.008236056824779396,grocery,10.120481927710843,12,0.27710843373493976,3,0.5127979092496429,-140.73714285714289,0.3571428571428569,662.871126835252,3.907084094622098,Debit Card,6,12,Houston,0.07228915662650602,Whole Foods,0.37349397590361444,0.46987951807228917,0.1566265060240964
CUST_000489,0,180,179,95,35,10,14,0.5307262569832403,3.7150837988826813,15.921787709497206,-11925.41877260846,-125.53072392219431,-55.49,380.16664865517686,-3377.5387726084623,711.27,-13725.588772608464,-149.19118231096155,-3377.5387726084623,92,1800.17,600.0566666666667,711.27,3.0,-11925.418772608464,0.13115430090638572,-6.624606994121923,-421.56,5,-84.312,-4402.448772608463,19,-231.70783013728752,-117.20000000000002,2,-58.60000000000001,-5911.75,22,-268.71590909090907,-819.78,27,-30.362222222222222,0.03071343655882276,0.32074753553699864,0.008538795817188603,0.43071012092376043,0.05972639961616785,entertainment,9.76842105263158,11,0.28421052631578947,4,0.10546559360229826,-210.1739285714286,0.8214285714285718,1605.1798902006449,4.981598792617913,Check,6,14,San Jose,0.08421052631578947,Spotify,0.43157894736842106,0.35789473684210527,0.21052631578947367
CUST_000688,0,180,180,89,31,10,12,0.49444444444444446,3.461111111111111,14.833333333333334,-6228.815306844668,-69.98668884095133,-54.93,277.5736440069068,-2054.725306844669,1172.4,-8347.835306844669,-95.95212996373182,-2054.725306844669,87,2119.02,1059.51,1172.4,2.0,-6228.815306844668,0.25384065714168375,-2.939479243633693,-2939.16,27,-108.85777777777777,-1045.2,23,-45.44347826086957,-1306.32,24,-54.43,-277.01,1,-277.01,-38.16,1,-38.16,0.3520864861325288,0.12520611171413573,0.15648607716648466,0.033183452933345514,0.004571244951216436,grocery,8.775280898876405,15,0.24719101123595505,2,0.3822583044131206,-163.61678571428573,1.0000000000000002,655.1621474695296,3.880879344916036,Debit Card,6,12,Dallas,0.0898876404494382,Chevron,0.3595505617977528,0.5842696629213483,0.056179775280898875
CUST_000861,6,180,174,91,32,9,12,0.5229885057471264,3.660919540229885,15.689655172413794,-6155.792820235958,-67.64607494764789,-61.6,238.95423617686683,-1443.922820235958,1504.73,-8253.022820235958,-92.73059348579727,-1443.922820235958,89,2097.23,1048.615,1504.73,2.0,-6155.792820235958,0.25411658802853515,-2.9352015850602737,-3798.9628202359577,25,-151.9585128094383,-1510.7,25,-60.428000000000004,-1203.75,23,-52.33695652173913,-1057.9099999999999,4,-264.47749999999996,-64.9,2,-32.45,0.460311682517236,0.1830480822488273,0.14585564904152104,0.12818454801870446,0.007863785356423441,grocery,8.736263736263735,23,0.25274725274725274,0,0.004287453305136951,228.84749999999988,-0.21428571428571364,884.4546239020792,4.27617987059879,Credit Card,6,12,Austin,0.08791208791208792,Costco,0.38461538461538464,0.5274725274725275,0.08791208791208792
CUST_000996,2,180,178,64,28,10,12,0.3595505617977528,2.5168539325842696,10.786516853932584,-7283.00082198298,-113.79688784348406,-42.8,296.40984985778505,-2215.3408219829794,410.27,-7693.27082198298,-122.11540987274572,-2215.3408219829794,63,410.27,410.27,410.27,1.0,-7283.00082198298,0.05332842291573596,-17.751726477643942,-349.77,2,-174.885,-875.53,16,-54.720625,-244.7,5,-48.94,-2784.35,12,-232.02916666666667,-687.94,22,-31.270000000000003,0.0454644075443902,0.11380465087726206,0.03180701754327782,0.36192018511085244,0.08942100387708436,entertainment,9.953125,23,0.296875,6,0.473682853769042,-62.19005871307,-0.8214285714285713,942.464057028001,4.517539514526256,Credit Card,6,12,New York,0.09375,AMC Theaters,0.578125,0.265625,0.15625
CUST_000095,0,180,180,88,31,10,12,0.4888888888888889,3.422222222222222,14.666666666666666,-7767.113829769721,-88.2626571564741,-54.34,325.95990806284715,-1486.533829769721,1526.38,-11589.333829769721,-136.34510387964377,-1486.533829769721,85,3822.2200000000003,1274.0733333333335,1526.38,3.0,-7767.113829769721,0.32980497896969696,-2.032094915983308,-637.4300000000001,5,-127.48600000000002,-2859.663829769721,24,-119.15265957373838,-83.13,2,-41.565,-6487.31,22,-294.87772727272727,-777.13,25,-31.0852,0.055001435747982566,0.24674962959683266,0.007172974842303924,0.5597655650694896,0.06705562299049259,entertainment,8.715909090909092,6,0.25,4,0.19845227011063266,186.91727963463282,1.3214285714285725,1498.6125898582416,4.562491263620374,Credit Card,6,12,Los Angeles,0.09090909090909091,Spotify,0.4431818181818182,0.29545454545454547,0.26136363636363635
CUST_000849,0,180,180,83,30,10,12,0.46111111111111114,3.227777777777778,13.833333333333334,-14440.470633351179,-173.98157389579734,-69.61,574.3295564534645,-3932.968138800216,885.95,-16007.810633351179,-197.62729176976765,-3932.968138800216,81,1567.3400000000001,783.6700000000001,885.95,2.0,-14440.470633351179,0.09791095334014974,-9.213361895537137,-3522.773755647425,23,-153.16407633249673,-5261.048138800216,24,-219.21033911667567,-4172.175305617063,19,-219.5881739798454,-1189.3700000000001,6,-198.22833333333335,-32.56,1,-32.56,0.22006593133404306,0.32865507090889634,0.26063372444727834,0.07429935468639472,0.002034007069784013,restaurant,9.36144578313253,4,0.3253012048192771,0,0.27750885310301254,197.71725533779917,-0.6071428571428569,1975.4560484944752,4.189393799604337,Bank Transfer,6,12,Chicago,0.08433734939759036,Starbucks,0.27710843373493976,0.5542168674698795,0.1686746987951807
CUST_000330,0,180,180,97,30,9,13,0.5388888888888889,3.772222222222222,16.166666666666668,-7043.920000000001,-72.6177319587629,-89.18,208.1529550319966,-349.72,1062.72,-10354.880000000001,-111.34279569892475,-349.72,93,3310.96,827.74,1062.72,4.0,-7043.920000000001,0.3197487561420316,-2.1274554811897457,-2877.63,23,-125.11434782608696,-50.14,2,-25.07,-270.94,5,-54.188,-520.28,2,-260.14,-66.75,2,-33.375,0.2779008544763435,0.0048421613770512064,0.026165440835625324,0.050244908680737964,0.006446235977626008,utilities,8.814432989690722,6,0.3402061855670103,6,0.3583668557808385,-135.02214285714294,0.4642857142857152,880.5301926008175,5.3566666455007645,Debit Card,6,13,New York,0.10309278350515463,Electric Company,0.30927835051546393,0.4845360824742268,0.20618556701030927
CUST_001000,2,180,178,88,30,10,12,0.4943820224719101,3.460674157303371,14.831460674157302,-9403.514259182335,-106.85811658161744,-98.33,189.01746850259838,-1239.114259182334,870.19,-10683.804259182334,-124.23028208351552,-1239.114259182334,86,1280.29,640.145,870.19,2.0,-9403.514259182335,0.11983465523524901,-7.344831451610444,-3696.37,29,-127.46103448275862,-209.66,3,-69.88666666666667,-88.7,2,-44.35,-837.4200000000001,3,-279.14000000000004,-41.019999999999996,2,-20.509999999999998,0.34597882087020704,0.01962409595999524,0.008302286137802052,0.07838219230572936,0.0038394563401650517,grocery,9.511363636363637,3,0.3068181818181818,6,0.4552796980462812,-30.74867062667869,-0.17857142857142816,780.5762766036812,5.653245410688394,Debit Card,6,12,Houston,0.07954545454545454,Electric Company,0.3409090909090909,0.4772727272727273,0.18181818181818182
CUST_000377,1,180,179,99,32,10,12,0.553072625698324,3.871508379888268,16.59217877094972,-14015.802445728828,-141.57376207806897,-52.27,510.4444387429374,-4457.92916168078,1403.21,-16362.77244572883,-168.6883757291632,-4457.92916168078,97,2346.9700000000003,1173.4850000000001,1403.21,2.0,-14015.80244572883,0.14343351701457105,-5.971871155459519,-627.19,5,-125.43800000000002,-1630.98,29,-56.24068965517242,-142.06,3,-47.35333333333333,-8153.96328404805,27,-301.9986401499278,-5077.109161680781,26,-195.27342929541464,0.03833030142539905,0.099676262406603,0.008681902805357529,0.49832406525805334,0.31028416354992805,restaurant,9.070707070707071,1,0.23232323232323232,1,0.24939600876131796,-223.35463757657692,0.6071428571428579,1558.1138033076668,4.549052379454473,Check,6,12,Phoenix,0.09090909090909091,Netflix,0.45454545454545453,0.3333333333333333,0.21212121212121213
CUST_000048,3,180,177,75,29,9,13,0.423728813559322,2.9661016949152543,12.711864406779661,-6584.53,-87.79373333333334,-54.84,167.6419570440215,-601.17,624.92,-7792.19,-106.74232876712328,-601.17,73,1207.6599999999999,603.8299999999999,624.92,2.0,-6584.53,0.15498338721206745,-5.4523044565523415,-173.76,2,-86.88,-1059.37,20,-52.96849999999999,-202.06,4,-50.515,-5562.16,24,-231.75666666666666,-335.17,16,-20.948125,0.022299250916622926,0.1359527937588791,0.025931092542661308,0.7138121632044393,0.04301358154767787,retail,8.413333333333334,2,0.30666666666666664,1,0.2591295800880784,4.640714285714259,1.0000000000000002,223.2168037526544,4.589250972631145,UPI,6,13,San Jose,0.10666666666666667,Best Buy,0.4266666666666667,0.41333333333333333,0.16
CUST_000536,0,180,179,103,30,10,13,0.5754189944134078,4.027932960893854,17.262569832402235,-7932.39,-77.01349514563107,-67.65,148.2527555125906,-318.77,881.77,-9522.41,-94.28128712871288,-318.77,101,1590.02,795.01,881.77,2.0,-7932.389999999999,0.166976637216839,-4.98886177532358,-2875.82,30,-95.86066666666667,-176.62,3,-58.873333333333335,-121.25,2,-60.625,-552.12,3,-184.04,-69.92,3,-23.30666666666667,0.3020054797052427,0.018547825602972356,0.01273312113215037,0.05798112032563185,0.007342679006680032,utilities,8.660194174757281,9,0.34951456310679613,6,0.9219972087343357,-171.79392857142858,1.6071428571428583,573.1573417839262,6.272713828600042,Check,6,13,New York,0.1262135922330097,Internet Provider,0.42718446601941745,0.4077669902912621,0.1650485436893204
CUST_000197,0,180,180,85,33,10,13,0.4722222222222222,3.3055555555555554,14.166666666666666,-7203.641336928606,-84.74872161092478,-51.44,428.5239994193941,-3566.471336928605,939.54,-10086.351336928605,-124.52285601146426,-3566.471336928605,81,2882.7099999999996,720.6774999999999,939.54,4.0,-7203.641336928606,0.28580305243241844,-2.498912945432807,-5465.661336928605,19,-287.6663861541371,-1067.21,21,-50.81952380952381,-1149.3600000000001,23,-49.972173913043484,-1665.77,5,-333.154,-121.47,4,-30.3675,0.5418868681400656,0.10580733947792227,0.11395200916627914,0.16515089989986842,0.012043007024281273,gas,8.729411764705882,2,0.3058823529411765,3,0.02960916924148353,-352.53371467092194,-0.35714285714285665,1489.8800773610626,2.9965967090575765,Credit Card,6,13,San Jose,0.08235294117647059,Shell,0.4117647058823529,0.43529411764705883,0.15294117647058825
CUST_000505,3,180,177,80,23,9,12,0.4519774011299435,3.1638418079096047,13.559322033898304,-7275.238890591048,-90.9404861323881,-84.445,291.51951130773205,-2047.0288905910488,874.45,-9674.078890591047,-125.63738818949412,-2047.0288905910488,77,2398.84,799.6133333333333,874.45,3.0,-7275.238890591047,0.24796572646653708,-3.0328153985222217,-3412.98,28,-121.89214285714286,-27.96,1,-27.96,-2047.0288905910488,1,-2047.0288905910488,-427.55,1,-427.55,-105.12,2,-52.56,0.3527963787146128,0.0028901976421955517,0.21159935883735426,0.044195422100168386,0.01086615079211718,grocery,9.25,11,0.275,2,0.221282387338139,3.5478571428570507,0.21428571428571513,411.1229046193744,3.8491981672307083,UPI,6,12,San Jose,0.1,Parking Authority,0.35,0.4875,0.1625
