avg_monthly_spend,transaction_frequency,preferred_categories,churn_probability,customer_id,segment,signup_date
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000096,moderate_spender,2023-09-27 16:42:35.544536
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000097,moderate_spender,2025-05-14 16:42:35.544543
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000098,high_spender,2023-08-14 16:42:35.544547
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000099,high_spender,2024-09-29 16:42:35.544552
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000100,high_spender,2025-04-19 16:42:35.544559
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000101,low_spender,2025-03-10 16:42:35.544564
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000102,moderate_spender,2024-08-09 16:42:35.544568
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000103,risky,2024-10-14 16:42:35.544572
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000104,moderate_spender,2023-10-15 16:42:35.544577
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000105,risky,2024-09-15 16:42:35.544582
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000106,risky,2024-03-31 16:42:35.544588
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000107,moderate_spender,2025-02-14 16:42:35.544593
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000108,high_spender,2023-07-17 16:42:35.544597
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000109,risky,2024-05-24 16:42:35.544602
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000110,risky,2024-03-27 16:42:35.544607
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000111,risky,2025-03-27 16:42:35.544611
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000112,high_spender,2025-03-20 16:42:35.544616
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000113,risky,2024-06-08 16:42:35.544620
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000114,high_spender,2024-09-09 16:42:35.544625
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000115,moderate_spender,2024-11-08 16:42:35.544629
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000116,risky,2024-12-29 16:42:35.544636
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000117,risky,2024-11-15 16:42:35.544641
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000118,low_spender,2024-02-03 16:42:35.544645
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000119,moderate_spender,2025-03-05 16:42:35.544649
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000120,risky,2023-11-05 16:42:35.544654
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000121,high_spender,2025-03-31 16:42:35.544659
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000122,high_spender,2025-02-15 16:42:35.544663
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000123,moderate_spender,2024-12-02 16:42:35.544668
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000124,risky,2024-01-10 16:42:35.544672
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000125,risky,2024-10-15 16:42:35.544676
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000126,risky,2025-03-22 16:42:35.544680
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000127,moderate_spender,2024-04-28 16:42:35.544685
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000128,high_spender,2024-04-17 16:42:35.544692
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000129,low_spender,2024-02-11 16:42:35.544696
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000130,low_spender,2024-03-14 16:42:35.544701
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000131,risky,2024-12-14 16:42:35.544706
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000132,moderate_spender,2024-07-22 16:42:35.544711
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000133,moderate_spender,2025-03-23 16:42:35.544715
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000134,high_spender,2024-07-04 16:42:35.544719
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000135,high_spender,2025-03-31 16:42:35.544724
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000136,risky,2023-12-24 16:42:35.544730
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000137,moderate_spender,2025-03-24 16:42:35.544735
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000138,high_spender,2024-11-12 16:42:35.544740
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000139,high_spender,2023-09-20 16:42:35.544744
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000140,high_spender,2023-06-30 16:42:35.544749
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000141,moderate_spender,2024-04-03 16:42:35.544753
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000142,high_spender,2023-10-16 16:42:35.544757
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000143,moderate_spender,2023-10-07 16:42:35.544762
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000144,high_spender,2023-08-26 16:42:35.544766
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000145,high_spender,2024-03-18 16:42:35.544770
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000146,low_spender,2024-08-27 16:42:35.544775
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000147,moderate_spender,2023-07-06 16:42:35.544779
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000148,low_spender,2024-09-19 16:42:35.544783
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000149,low_spender,2024-04-11 16:42:35.544790
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000150,moderate_spender,2023-07-04 16:42:35.544795
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000151,low_spender,2024-02-08 16:42:35.544799
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000152,low_spender,2025-03-08 16:42:35.544803
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000153,high_spender,2024-02-07 16:42:35.544808
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000154,high_spender,2025-03-07 16:42:35.544812
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000155,moderate_spender,2023-12-20 16:42:35.544819
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000156,low_spender,2025-01-06 16:42:35.544824
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000157,low_spender,2025-03-12 16:42:35.544828
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000158,moderate_spender,2024-05-08 16:42:35.544832
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000159,low_spender,2024-12-11 16:42:35.544837
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000160,risky,2023-11-12 16:42:35.544841
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000161,low_spender,2023-09-03 16:42:35.544845
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000162,high_spender,2023-07-08 16:42:35.544850
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000163,low_spender,2023-07-12 16:42:35.544854
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000164,high_spender,2025-01-04 16:42:35.544858
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000165,low_spender,2025-01-23 16:42:35.544863
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000166,high_spender,2023-11-02 16:42:35.544867
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000167,moderate_spender,2024-08-16 16:42:35.544871
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000168,low_spender,2023-09-10 16:42:35.544876
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000169,moderate_spender,2024-06-04 16:42:35.544880
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000170,moderate_spender,2023-08-11 16:42:35.544887
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000171,low_spender,2023-12-21 16:42:35.544891
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000172,risky,2024-09-06 16:42:35.544896
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000173,high_spender,2025-02-16 16:42:35.544900
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000174,risky,2024-08-11 16:42:35.544905
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000175,high_spender,2025-05-18 16:42:35.544912
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000176,low_spender,2025-01-08 16:42:35.544916
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000177,low_spender,2024-12-07 16:42:35.544921
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000178,risky,2023-11-04 16:42:35.544925
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000179,risky,2023-10-25 16:42:35.544930
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000180,high_spender,2025-01-27 16:42:35.544934
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000181,high_spender,2024-12-20 16:42:35.544938
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000182,high_spender,2024-05-08 16:42:35.544943
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000183,moderate_spender,2024-03-07 16:42:35.544947
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000184,moderate_spender,2025-04-09 16:42:35.544952
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000185,low_spender,2024-05-13 16:42:35.544956
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000186,high_spender,2024-05-20 16:42:35.544964
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000187,moderate_spender,2023-06-23 16:42:35.544968
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000188,moderate_spender,2023-07-09 16:42:35.544974
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000189,high_spender,2024-05-24 16:42:35.544978
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000190,risky,2023-08-25 16:42:35.544983
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000191,moderate_spender,2024-09-21 16:42:35.544990
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000192,moderate_spender,2024-11-21 16:42:35.544994
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000193,risky,2025-04-26 16:42:35.544999
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000194,moderate_spender,2024-06-15 16:42:35.545005
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000195,risky,2023-07-06 16:42:35.545011
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000196,moderate_spender,2024-08-21 16:42:35.545015
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000197,moderate_spender,2025-01-31 16:42:35.545020
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000198,risky,2025-04-12 16:42:35.545024
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000199,risky,2024-10-06 16:42:35.545029
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000200,moderate_spender,2024-02-05 16:42:35.545033
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000201,low_spender,2024-07-13 16:42:35.545038
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000202,moderate_spender,2024-10-05 16:42:35.545042
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000203,high_spender,2023-07-16 16:42:35.545046
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000204,moderate_spender,2024-04-08 16:42:35.545051
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000205,low_spender,2024-08-09 16:42:35.545055
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000206,high_spender,2024-08-09 16:42:35.545059
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000207,low_spender,2023-08-04 16:42:35.545064
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000208,risky,2023-06-26 16:42:35.545068
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000209,low_spender,2025-04-23 16:42:35.545073
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000210,high_spender,2024-08-27 16:42:35.545077
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000211,moderate_spender,2023-10-05 16:42:35.545082
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000212,low_spender,2025-04-12 16:42:35.545086
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000213,high_spender,2023-09-19 16:42:35.545093
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000214,risky,2024-06-02 16:42:35.545102
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000215,low_spender,2024-03-01 16:42:35.545106
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000216,high_spender,2024-04-22 16:42:35.545111
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000217,moderate_spender,2024-09-03 16:42:35.545115
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000218,high_spender,2024-03-01 16:42:35.545120
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000219,high_spender,2023-12-06 16:42:35.545124
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000220,moderate_spender,2024-05-14 16:42:35.545129
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000221,risky,2025-03-11 16:42:35.545133
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000222,low_spender,2023-08-22 16:42:35.545138
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000223,low_spender,2023-07-12 16:42:35.545142
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000224,high_spender,2024-07-18 16:42:35.545146
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000225,low_spender,2023-07-09 16:42:35.545151
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000226,risky,2024-06-21 16:42:35.545155
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000227,risky,2024-07-23 16:42:35.545159
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000228,moderate_spender,2024-11-06 16:42:35.545396
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000229,risky,2023-07-11 16:42:35.545406
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000230,risky,2023-06-28 16:42:35.545412
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000231,moderate_spender,2023-08-30 16:42:35.545417
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000232,low_spender,2024-04-01 16:42:35.545422
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000233,high_spender,2024-07-14 16:42:35.545429
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000234,low_spender,2024-10-18 16:42:35.545437
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000235,risky,2023-10-06 16:42:35.545442
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000236,low_spender,2024-01-31 16:42:35.545447
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000237,risky,2024-02-24 16:42:35.545451
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000238,moderate_spender,2023-12-15 16:42:35.545456
3000,30,"['entertainment', 'retail', 'restaurant']",0.5,CUST_000239,risky,2024-11-29 16:42:35.545460
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000240,high_spender,2024-08-04 16:42:35.545465
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000241,low_spender,2025-02-15 16:42:35.545470
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000242,moderate_spender,2023-07-03 16:42:35.545474
1000,8,"['grocery', 'utilities', 'transport']",0.3,CUST_000243,low_spender,2024-10-03 16:42:35.545478
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000244,moderate_spender,2024-12-22 16:42:35.545483
5000,25,"['retail', 'restaurant', 'entertainment']",0.1,CUST_000245,high_spender,2025-04-04 16:42:35.545487
2500,15,"['grocery', 'gas', 'restaurant']",0.2,CUST_000246,moderate_spender,2024-01-21 16:42:35.545491
